Role,Job Title,Company,Location,Experience,Salary,Skills,Posted Date
Data Analyst,Data Analyst,SAM Manpower & Career Services,Chennai,2-3 Yrs,5-7 Lacs PA,"Data Analysis, Power Bi, Data Visualization, Tableau, Data Analytics, Analysis, Bi, Analytics",1 week ago
Data Analyst,Data Analyst,Nitika Pharmaceutical Specialities,Nagpur,1-3 Yrs,1.5-2.25 Lacs PA,"Data Visualization, Google Sheets, Business Partnering, Excel, Bi Tools, Visualization Technologies, Data Modeling, Zoho/ERP Systems",1 day ago
Data Analyst,Data Analyst,Ericsson,Gurugram,1-3 Yrs,4-7.5 Lacs PA,"Power Bi, Data Visualization, Advanced Excel, HR Analytics, SQL, Data, Data analysis, Excel",1 week ago
Data Analyst,Data Analyst,HERITAGE FOODS LIMITED,Hyderabad,2-5 Yrs,N/A,"erp, sap, data analysis, variance analysis, dashboards, hlookup, macros, python",3+ weeks ago
Data Analyst,Data Analyst,Motilal Oswal Financial Services (MOFSL),Mumbai(Malad),2-6 Yrs,N/A,"Data Analysis, SQL, Communication Skills, Presentation Skills, Excel, Power Bi, Analytical Skills, Python",2 weeks ago
Data Analyst,Data Engineer / Analyst,We Shine Academy,Chennai,0-3 Yrs,N/A,"hive, python, data analysis, data analytics, oracle, scala, data mining, data warehousing",3+ weeks ago
Data Analyst,Data Analyst,COMPETENT SOFTWARE (CS),Noida,1-3 Yrs,N/A,"Data Analyst, Data analysis, Data",1 week ago
Data Analyst,Tech Analyst-DATA-CCO Sh.Serv.,Deutsche Bank,Pune,2-7 Yrs,N/A,"docker, java, gcp, devops, jenkins, artifactory, kubernetes, confluence",5 days ago
Data Analyst,"Lenovo - Data Analyst, Bengaluru",Lenovo,Hybrid - Bengaluru,4-7 Yrs,N/A,"Machine Learning, SQL, Data Analytics, Data analysis, Analytics, Data, Machine",2 weeks ago
Data Analyst,Data Analyst,LatentView,"Hybrid - Hyderabad, Chennai, Bengaluru",3-8 Yrs,N/A,"Tableau, Data Analytics, Python, SQL, Power Bi, Data analysis, Analytics, Bi",2 weeks ago
Data Analyst,Data Analyst - EHR,Saama Technologies,"Pune, Chennai, Coimbatore",5-10 Yrs,N/A,"ETL, EHR, SQL, Data Warehousing Concepts, claims data, Data analysis, Data warehousing, Claims",1 week ago
Data Analyst,Data Analyst,Rapid Global Business Solutions India Pvt Ltd,Bengaluru,4-8 Yrs,N/A,"PLM, Power Bi, Data Analyst, Advanced Excel, SQL, Data Analysis, Excel, Analysis",1 week ago
Data Analyst,MDM - Data Analyst,Tiger Analytics,Hybrid - Gurugram,6-10 Yrs,N/A,"Master Data Management, Development, Reference data management, Implementation, Data, MDM, Data management, Data analysis",1 week ago
Data Analyst,Data Governance Purview Analyst,Leading Client,Mumbai,8-10 Yrs,N/A,"Data Governance, Azure Data Factory, Microsoft Purview, Data Quality, Cloud, Data Management, Data Modeling, Data Analytics",1 week ago
Data Analyst,Data Governance Purview Analyst,Leading Client,Gurugram,8-10 Yrs,N/A,"Azure Data Factory, Microsoft Purview, Data Quality, Cloud, Data Management, Data Modeling, Data Analytics, Data Governance",2 weeks ago
Data Analyst,Data Governance Purview Analyst,Leading Client,Hyderabad,8-10 Yrs,N/A,"Azure Data Factory, Microsoft Purview, Data Quality, Cloud, Data Management, Data Modeling, Data Analytics, Data Governance",1 week ago
Data Analyst,Mainframe Data Analyst,Hexaware Technologies,"Mumbai, Pune, Chennai",3-6 Yrs,N/A,"dbms, ims db, jcl, sql queries, cobol, data conversion, hlookup, data validation",3+ weeks ago
Data Analyst,Mainframe Data Analyst,Hexaware Technologies,"Mumbai, Pune, Chennai",3-6 Yrs,N/A,"sql queries, dbms, ims db, jcl, cobol, python, data analysis, data analytics",3+ weeks ago
Data Analyst,Immediate Hiring Data Analyst Specialist-(Night Shift) | USA-based MNC,Benzeen,Sonipat,2-5 Yrs,3-6 Lacs PA,"Advanced Excel, Data Collection, MIS Reporting, Database Management, Data Analysis, Data Management, Data Consolidation, Conditional Formatting",1 week ago
Data Analyst,Data Analyst,Indium Software,Hybrid - Hyderabad,2-4 Yrs,N/A,"Tableau, Looker Studio, SQL, Python, Looker, Data analysis, Data, Studio",1 week ago
Data Analyst,Data Analyst,Indium Software,Hybrid - Hyderabad,2-4 Yrs,N/A,"Tableau, Looker Studio, SQL, Python, Data analysis, Looker, Studio, Data",1 week ago
Data Analyst,Data Analyst,Kotak Life Insurance,"Mumbai Suburban, Goregaon",1-3 Yrs,2.5-3.75 Lacs PA,"SQL, Alternate Channel, Power Bi, Data Visualization, Advanced Excel, Data Analytics, Python, Excel",2 weeks ago
Data Analyst,Data Analyst,Photon,Chennai,6-9 Yrs,N/A,"python, data analytics, data analysis, time series, predictive modeling, forecasting, business communication, business planning",3 weeks ago
Data Analyst,Data Analyst - LCS,Emerson,Chennai,1-3 Yrs,N/A,"Career development, ERP, Project management, Data collection, Data Analyst, Document management, microsoft, Oracle",1 week ago
Data Analyst,Data Analyst,Cindrebay School Of Fashion & Interior Design,"Hyderabad, Coimbatore, Thodupuzha, Thiruvananthapuram, Kochi, Kolkata, Kannur, Indore, Nagpur, Pune, Lucknow, Kozhikode, Bengaluru",1-4 Yrs,N/A,"Secondary Data, Database Design Development, Business Data Analyst, Data Collection Systems, Data Analysis, Data Mining, Information Management, Data Analytics",3+ weeks ago
Data Analyst,Data Analyst,Alter Domus,Hybrid - Hyderabad,3-5 Yrs,N/A,"Excel, SQL, Python, Power Bi, Data analysis, Data, Bi",1 week ago
Data Analyst,Data Analyst,Forbes Marshall,Pune,1-2 Yrs,N/A,"Accessories, Root cause analysis, RCA, Relationship building, Instrumentation, Customer relationship, Customer engagement, Operations",1 week ago
Data Analyst,Data Analyst,S&P Global Market Intelligence,Hyderabad,2-6 Yrs,N/A,"data analysis, data processing, secondary research, internet searching, quantitative, python, data analytics, supply chain",3 weeks ago
Data Analyst,Data Analyst,Pfizer,Gurugram,2-7 Yrs,N/A,"Supply chain, Computer science, Business services, E-learning, Analytical, Social media, Continuous improvement, Forecasting",1 week ago
Data Analyst,Data Analyst,Leading Client,Hyderabad,2-5 Yrs,N/A,"python, data analysis, sql, tableau, analysis tools, sas, report generation, dashboard development",1 week ago
Data Analyst,Data Analyst,Synergy Maritime,Chennai,3-5 Yrs,N/A,"Excel, Power Bi, SQL, Dax, Pivot, Dashboards, Data Modeling, Advanced Ms Excel",1 week ago
Data Analyst,Data Analyst,jobrevolution.in,Gurugram,4-8 Yrs,6-7 Lacs PA,"Excel, Excel Dashboards, Data Extraction, Data Cleansing, Mapping, Large Databases, Data Automation, data analyst",1 day ago
Data Analyst,Data Analyst - SCM,Everest Vacuum,Chennai,5-7 Yrs,N/A,"Procurement, ERP, Supply chain management, SAP, Analytical, Data Analyst, SCM, Oracle",1 week ago
Data Analyst,Data Analyst,Forbes Global 2000 IT Services Firm,Hybrid - Pune,5-10 Yrs,N/A,"SAAS, SSRS, MSBI, SSIS, SQL, SQL Server Analysis Services, SQL Server Development, SQL Server Integration Services",1 week ago
Data Analyst,Data Analyst,Tapad,Hyderabad,3-8 Yrs,N/A,"Automation, Data analysis, Coding, Consulting, Data structures, Healthcare, Oracle, Monitoring",1 week ago
Data Analyst,Data Analyst,Sia Partners,Mumbai,3-6 Yrs,N/A,"French, Analytical, Data Analyst, Corporate finance, SSIS, Business intelligence, microsoft, SQL",1 week ago
Data Analyst,Data Governance Purview Analyst,Leading Client,Bengaluru,8-10 Yrs,N/A,"Data Governance, Azure Data Factory, Microsoft Purview, Data Quality, Cloud, Data Management, Data Modeling, Data Analytics",1 week ago
Data Analyst,Data Analyst with MDM,Management Consulting,Hybrid - Hyderabad,3-8 Yrs,N/A,"Informatica Mdm, MDM, TIBCO, Pharmaceutical, SQL, Informatica, Data analysis, Data",1 week ago
Data Analyst,Data Analyst,Corporate Web Solutions,Bengaluru,N/A,Unpaid,,Starts in 1-3 months
Data Analyst,Data Analyst (AI-LLM),Ringcentral,Bengaluru,1-5 Yrs,N/A,"python, data analysis, presentation skills, predictive modeling, analysis tools, apqp, data analytics, sas",3+ weeks ago
Data Analyst,Data Analyst,Quinnox,Hybrid - Bengaluru,2-3 Yrs,N/A,"sigma, Snowflake Db, Tableau, Tibco Spotfire, Data Analytics, Cdc, Power Bi, ETL Tool",2 weeks ago
Data Analyst,Data Analyst,Booking Holdings,Bengaluru,3-5 Yrs,N/A,"data analytics, sql, stakeholder management, data visualization, insight generation, snowflake, python, data analysis",3 weeks ago
Data Analyst,Data Analyst / APM,Playdawn Consulting,Bengaluru,4-9 Yrs,N/A,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Analyst,Data Analyst,Caliche,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,N/A,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Analyst,Data Analyst - YouAppi,Affle,"Gurugram, Bengaluru",2-5 Yrs,N/A,"python, data analysis, data analytics, data manipulation, data mining, predictive analytics, business analysis, power bi",3+ weeks ago
Data Analyst,Data Analyst,Golden Opportunities Pvt Ltd,"Pune, Chennai, Bengaluru",8-13 Yrs,N/A,"data analysis, Airflow, scikit-learn, PostgreSQL, NumPy, SQL Alchemy, Docker, Django REST",3 weeks ago
Data Analyst,Data Analyst,Solventum,Bengaluru,1-3 Yrs,N/A,"Analytical skills, Data management, data science, Compliance, Healthcare, Data Analyst, Data analytics, AWS",3+ weeks ago
Data Analyst,Data Analyst,Vipany Management Consulting,"Mumbai, Pune(Pune International Airport Area)",3-8 Yrs,5-10 Lacs PA,"Data Visualization, Tableau, SQL, Excel, Power Bi, Data Pipeline, Data Analysis, Data Analytics",2 weeks ago
Data Analyst,Data Verification Analyst,Foundation Ai,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-5 Yrs,N/A,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Analyst,Data Analyst,Naghavi Fintech,Bengaluru,5-9 Yrs,N/A,"SAS, Cognos, TIBCO, power bi, Data analytics, Data, Analytics, Data analysis",3+ weeks ago
Data Analyst,data analyst,Disha Consultants,"Pune, Chennai, Jaipur, Bengaluru",2-4 Yrs,N/A,"Data analysis, Data validation, Data management, Data analytics, Advanced Excel, Data Analyst, data visualization, Management",3+ weeks ago
Data Analyst,Data Analyst,K12 Techno Services,Bengaluru,2-6 Yrs,N/A,"Power Bi, Python, Power Bi Reports, Power Bi Dashboards, Data Analysis, Data Analytics, Birt, Analysis",3 weeks ago
Data Analyst,Data Analyst,Diverse Lynx,Bengaluru,1-5 Yrs,N/A,"Data analysis, Statistical analysis, SAS, Data Analyst, Data analytics, Regression analysis, Data mining, Python",3+ weeks ago
Data Analyst,Data Analyst,MS Guide World,Bengaluru,4-9 Yrs,N/A,"Solution design, Data analysis, Data modeling, Healthcare, Data analytics, Business intelligence, Project delivery, Python",3+ weeks ago
Data Analyst,"Data Eng, Mgmt & Governance Analyst",Accenture,Bengaluru,3-5 Yrs,N/A,"data manipulation, microsoft azure, data warehousing, sql, data bricks, azure databricks, schema, data management",1 week ago
Data Analyst,Data Analyst with Hadoop,Asky Services Llp,"Hyderabad, Pune, Gurugram, Bengaluru",5-7 Yrs,N/A,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Analyst,APM Data Integration Analyst,Tribola tech India,Remote,8-13 Yrs,N/A,"Application Portfolio Management, Orbus, Integration, Data Modeling, Data, Data analysis, Application, Portfolio",6 days ago
Data Analyst,APM Data Integration Analyst,Tribola Tech India LLP,Remote,9-14 Yrs,N/A,"Application Portfolio Management, Orbus, Iserver, infinity, Apm Tools, APM, Management, Data",6 days ago
Data Scientist,"Data Scientist I, Tech",Uber,Bengaluru,2-7 Yrs,N/A,"python, mixpanel, data analysis, data analytics, data pipeline, machine learning, sql, excel",1 day ago
Data Scientist,Data Scientist,AMERICAN EXPRESS,Gurugram,2-4 Yrs,14-20 Lacs PA,"Natural Language Processing, Machine Learning, Deep Learning, Python, LLM, SQL, Machine, Data",1 day ago
Data Scientist,Data Scientist,N/A,N/A,N/A,N/A,,N/A
Data Scientist,Data Scientist,N/A,N/A,N/A,N/A,,N/A
Data Scientist,,N/A,N/A,N/A,N/A,,N/A
Data Scientist,,N/A,N/A,N/A,N/A,,N/A
Data Scientist,,N/A,N/A,N/A,N/A,,N/A
Data Scientist,Data Scientist,Robert Bosch Engineering and Business Solutions Private Limited,Bengaluru,2-7 Yrs,N/A,"python, natural language processing, forecasting, neural networks, anomaly detection, machine learning, data engineering, business intelligence",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Pune,3-7 Yrs,N/A,"python, scikit-learn, tensorflow, pytorch, keras, natural language processing, predictive, pyspark",1 day ago
Data Scientist,Data Scientist,Capgemini,Bengaluru,4-7 Yrs,N/A,"python, natural language processing, machine learning, iot, deep learning, c++, project management, software testing",1 day ago
Data Scientist,Data Scientist,BNP Paribas,Mumbai,1-3 Yrs,N/A,"Data Science, pandas, PyTorch, scikit-learn, statsmodels, PyMC, Monte Carlo Simulations, Bayesian modelling",2 days ago
Data Scientist,Data Scientist - L3,Wipro,Bengaluru,3-5 Yrs,N/A,"data analysis, machine learning, deep learning, data science, ml, python, natural language processing, scikit-learn",1 day ago
Data Scientist,Data Scientist / AIML Engineer,Zensar,"Hybrid - Hyderabad(Gachibowli), Pune(Kharadi), Bengaluru(Electronics City Phase 1)",7-12 Yrs,25-40 Lacs PA,"NLP, LLM, Azure Machine Learning, ML, Pytorch, Tensorflow, Generative Ai, Databricks",1 day ago
Data Scientist,Data Scientist,Walmart,Bengaluru,3-6 Yrs,N/A,"Computer science, Networking, Coding, Machine learning, Troubleshooting, Information technology, Distribution system, Analytics",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,3-7 Yrs,N/A,"python, natural language processing, machine learning, text analytics, deep learning, deep learning frameworks, algorithms, github",1 day ago
Data Scientist,Data Scientist,ABB,Bengaluru,5-10 Yrs,N/A,"python, production, machine learning, artificial intelligence, sql, advanced analytics, natural language processing, mathematics",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing",2 days ago
Data Scientist,Data Scientist,Capgemini,Chennai,4-7 Yrs,N/A,"python, data analysis, machine learning, data science, analysis tools, natural language processing, predictive analytics, data processing",1 day ago
Data Scientist,Data Scientist-Artificial Intelligence,IBM,Bengaluru,5-7 Yrs,N/A,"algorithms, python, data analytics, tableau, ml, hive, data analysis, natural language processing",2 days ago
Data Scientist,"Business Data Scientist, Google Customer Solutions Ads Finance",Google,Bengaluru,1-4 Yrs,N/A,"time series analysis, python, r, data science, model development, data collection, sql, statistics",1 day ago
Data Scientist,Data Scientist,Hexaware Technologies,"Pune, Chennai, Bengaluru",9-14 Yrs,12-19 Lacs PA,"Generative Ai, Openai, Machine Learning, Python, Data, Machine, Artificial Intelligence",1 day ago
Data Scientist,Principal Data Scientist/Sr Data Scientist - NLP/Machine Learning,Benovymed Healthcare Private Limited,Pune,0-5 Yrs,N/A,"Deep Learning, Data Science, Tensorflow, NLP, Data Scientist, Artificial Intelligence, Data Modeling, Machine Learning",6 days ago
Data Scientist,Data Scientist 3-Digital Banking Kotak 811-Regional Sales,Kotak Mahindra Bank,Bengaluru,7-10 Yrs,N/A,"Data analysis, Shell scripting, Machine learning, Data mining, Distribution system, Monitoring, Financial services, SQL",1 day ago
Data Scientist,Data Scientist,Caterpillar Inc,Bengaluru,5-10 Yrs,N/A,"python, sas, statistical modeling, quantitative analysis, statistics, data management, supply chain, natural language processing",1 day ago
Data Scientist,Data Scientist,APM Terminals,"Pune, Bengaluru",4-8 Yrs,N/A,"Data analysis, Usage, Statistical analysis, Machine learning, Legal, Mathematics, Data analytics, Statistics",1 day ago
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2-4 Yrs,15-30 Lacs PA,"Generative Ai, Python, Image Processing, Natural Language Processing, Computer Vision, Machine Learning, Deep Learning, Computer",1 day ago
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2-4 Yrs,15-30 Lacs PA,"Generative Ai, Python, Image Processing, Natural Language Processing, Computer Vision, Machine Learning, Deep Learning, Computer",1 day ago
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2-4 Yrs,15-30 Lacs PA,"Generative Ai, Python, Image Processing, Natural Language Processing, Computer Vision, Machine Learning, Deep Learning, Data",1 day ago
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2-4 Yrs,15-30 Lacs PA,"Generative Ai, Python, Image Processing, Natural Language Processing, Computer Vision, Machine Learning, Deep Learning, Data",1 day ago
Data Scientist,Data Scientist,Soft Suave,N/A,N/A,N/A,"Generative Ai, Aiml, Data Science, Artificial Intelligence, Al, Machine Learning, Python, Ml",1 day ago
Data Scientist,Data Scientist,ARi Global,"Chennai, Bengaluru",2-4 Yrs,N/A,"Gen AI, Artificial Intelligence, Machine Learning, Python, LLP, Deep Learning, Ml, SQL",1 day ago
Data Scientist,Data Scientist,Product based Booming Unicorn in Internet Space,Bengaluru,2-4 Yrs,N/A,"Data Science, Tensorflow, Image Processing, Natural Language Processing, Machine Learning, Python, Processing, Data",1 day ago
Data Scientist,Data Scientist,Ikigai Labs,Bengaluru,1-3 Yrs,N/A,"Computer science, Version control, Consulting, Reconciliation, Data processing, Data quality, Forecasting, Analytics",1 day ago
Data Scientist,Data Scientist,Hexaware Technologies,Bengaluru,8-13 Yrs,N/A,"Data Science, AWS, Python, R, Aws Sagemaker, Deep Learning, R Program, SQL",1 day ago
Data Scientist,Data Scientist- Pytorch/ TensorFlow,UPS Supply Chain Solutions (UPS SCS),"Pune, Chennai, Bengaluru",3-6 Yrs,N/A,"python, machine learning, sql, r, operations research, algorithms, data management, statistical techniques",2 days ago
Data Scientist,Walkin Interview - Data Scientist - Blackstraw.ai - Bangalore,Blackstraw Technologies,N/A,N/A,N/A,"Data Science, Machine Learning, Deep Learning, Python, Predictive Analytics, Predictive Modeling, Artificial Intelligence, Time Series Analysis",1 day ago
